# cluster_name	protein_number	swiss_prot_id	go_annotation	protein_list
cluster13080	2	Q96PE1	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010030053.1;bVulGry|ENSGALT00010050870.40
cluster13081	2	O75607	GO:0009303; P:rRNA transcription; IEA:Ensembl	bGalGal|ENSGALP00010030080.1;bVulGry|ENSGALT00010050893.8
cluster13082	2	B0BNM9	GO:0120009; P:intermembrane lipid transfer; IBA:GO_Central	bGalGal|ENSGALP00010030099.1;bVulGry|ENSGALT00010050908.22
cluster13087	2	O43716	GO:0006450; P:regulation of translational fidelity; IEA:InterPro	bGalGal|ENSGALP00010030782.1;bVulGry|ENSGALT00010051614.48
cluster13092	2	Q0II50	GO:0034477; P:U6 snRNA 3'-end processing; ISS:UniProtKB	bGalGal|ENSGALP00010031047.1;bVulGry|ENSGALT00010052013.12
cluster13095	2	Q5EAE2	GO:0090043; P:regulation of tubulin deacetylation; IEA:Ensembl	bGalGal|ENSGALP00010031278.1;bVulGry|ENSGALT00010052340.14
cluster13100	2	Q8C9X4	GO:0035610; P:protein side chain deglutamylation; IDA:UniProtKB	bGalGal|ENSGALP00010031732.1;bVulGry|ENSGALT00010052826.62
cluster13102	2	O97902	GO:0071803; P:positive regulation of podosome assembly; IBA:GO_Central	bGalGal|ENSGALP00010032035.1;bVulGry|ENSGALT00010053170.71
cluster13106	2	Q86VV3	GO:0034656; P:nucleobase-containing small molecule catabolic process; TAS:Reactome	bGalGal|ENSGALP00010032380.1;bVulGry|ENSGALT00010053751.8
cluster13113	2	Q3SZV8	GO:0001302; P:replicative cell aging; ISS:UniProtKB	bGalGal|ENSGALP00010032585.1;bVulGry|ENSGALT00010054052.71
cluster13122	2	P00516	GO:0043087; P:regulation of GTPase activity; ISS:UniProtKB	bGalGal|ENSGALP00010033659.1;bVulGry|ENSGALT00010055557.52
cluster13129	2	Q99L90	GO:0045944; P:positive regulation of transcription by RNA polymerase II; IBA:GO_Central	bGalGal|ENSGALP00010034036.1;bVulGry|ENSGALT00010056222.125
cluster13134	2	Q9H0I3	GO:0060271; P:cilium assembly; IMP:UniProtKB	bGalGal|ENSGALP00010034176.1;bVulGry|ENSGALT00010056433.12
cluster13136	2	Q6DIS8	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010034235.1;bVulGry|ENSGALT00010056492.8
cluster13138	2	Q9UBG0	GO:0001649; P:osteoblast differentiation; HDA:UniProtKB	bGalGal|ENSGALP00010034270.1;bVulGry|ENSGALT00010056528.36
cluster13140	2	Q2KHR2	GO:0006357; P:regulation of transcription by RNA polymerase II; IBA:GO_Central	bGalGal|ENSGALP00010034369.1;bVulGry|ENSGALT00010056627.11
cluster13141	2	Q9HCU8	GO:0019985; P:translesion synthesis; TAS:Reactome	bGalGal|ENSGALP00010034461.1;bVulGry|ENSGALT00010056719.62
cluster13146	2	Q9BU68	N/A	bGalGal|ENSGALP00010035093.1;bVulGry|ENSGALT00010057827.36
cluster13157	2	Q5RDC7	GO:0033235; P:positive regulation of protein sumoylation; ISS:UniProtKB	bGalGal|ENSGALP00010036037.1;bVulGry|ENSGALT00010059073.10
cluster13161	2	P97577	GO:0010976; P:positive regulation of neuron projection development; IMP:RGD	bGalGal|ENSGALP00010036406.1;bVulGry|ENSGALT00010059610.33
cluster13163	2	O70137	GO:0006355; P:regulation of transcription, DNA-templated; ISO:MGI	bGalGal|ENSGALP00010036479.1;bVulGry|ENSGALT00010059714.37
cluster13164	2	Q8C9M2	GO:0005813; C:centrosome; ISO:MGI	bGalGal|ENSGALP00010036574.1;bVulGry|ENSGALT00010059807.33
cluster13167	2	Q8C8H8	GO:0007528; P:neuromuscular junction development; IMP:MGI	bGalGal|ENSGALP00010036634.1;bVulGry|ENSGALT00010059880.61
cluster13169	2	A6QL48	GO:0001934; P:positive regulation of protein phosphorylation; ISS:UniProtKB	bGalGal|ENSGALP00010036738.1;bVulGry|ENSGALT00010059978.12
cluster13171	2	Q9UNN8	GO:0050819; P:negative regulation of coagulation; IMP:BHF-UCL	bGalGal|ENSGALP00010036782.1;bVulGry|ENSGALT00010060022.61
cluster13172	2	Q9H6A0	GO:0017112; F:Rab guanyl-nucleotide exchange factor activity; IDA:UniProtKB	bGalGal|ENSGALP00010036803.1;bVulGry|ENSGALT00010060044.37
cluster13174	2	Q925F2	GO:0007156; P:homophilic cell adhesion via plasma membrane adhesion molecules; IDA:MGI	bGalGal|ENSGALP00010036863.1;bVulGry|ENSGALT00010060106.33
cluster13175	2	Q96DD7	GO:0016021; C:integral component of membrane; IEA:UniProtKB-KW	bGalGal|ENSGALP00010037020.1;bVulGry|ENSGALT00010060260.37
cluster13176	2	Q2KI74	GO:0043123; P:positive regulation of I-kappaB kinase/NF-kappaB signaling; IEA:Ensembl	bGalGal|ENSGALP00010037050.1;bVulGry|ENSGALT00010060291.12
cluster13177	2	Q7TN12	GO:0032494; P:response to peptidoglycan; ISS:UniProtKB	bGalGal|ENSGALP00010037054.1;bVulGry|ENSGALT00010060295.37
cluster13180	2	P07850	GO:0006790; P:sulfur compound metabolic process; IBA:GO_Central	bGalGal|ENSGALP00010037268.1;bVulGry|ENSGALT00010060509.91
cluster13186	2	Q6INL2	N/A	bGalGal|ENSGALP00010037655.1;bVulGry|ENSGALT00010060894.92
cluster13187	2	P68248	GO:0007218; P:neuropeptide signaling pathway; IBA:GO_Central	bGalGal|ENSGALP00010037757.1;bVulGry|ENSGALT00010061007.36
cluster13194	2	Q8WUD4	N/A	bGalGal|ENSGALP00010038643.1;bVulGry|ENSGALT00010062498.39
cluster13201	2	P07093	GO:0061108; P:seminal vesicle epithelium development; IEA:Ensembl	bGalGal|ENSGALP00010039112.1;bVulGry|ENSGALT00010063389.9
cluster13204	2	Q62414	GO:0016567; P:protein ubiquitination; IDA:UniProtKB	bGalGal|ENSGALP00010039281.1;bVulGry|ENSGALT00010063634.36
cluster13207	2	B2D1U1	GO:0005496; F:steroid binding; ISS:UniProtKB	bGalGal|ENSGALP00010039403.1;bVulGry|ENSGALT00010063982.104
cluster13208	2	Q6FVQ8	GO:0045116; P:protein neddylation; IEA:UniProtKB-UniPathway	bGalGal|ENSGALP00010039419.1;bVulGry|ENSGALT00010064047.104
cluster13209	2	Q99LM3	GO:0042493; P:response to drug; IDA:MGI	bGalGal|ENSGALP00010039430.1;bVulGry|ENSGALT00010064083.104
cluster13210	2	P62072	GO:0007605; P:sensory perception of sound; TAS:UniProtKB	bGalGal|ENSGALP00010039437.1;bVulGry|ENSGALT00010064113.104
cluster13217	2	Q0V9C8	GO:0016192; P:vesicle-mediated transport; ISS:UniProtKB	bGalGal|ENSGALP00010040077.1;bVulGry|ENSGALT00010065810.45
cluster13219	2	Q8R0L1	GO:0035591; F:signaling adaptor activity; IEA:InterPro	bGalGal|ENSGALP00010040184.1;bVulGry|ENSGALT00010065918.76
cluster13222	2	Q9ULD5	GO:0046872; F:metal ion binding; IEA:UniProtKB-KW	bGalGal|ENSGALP00010040355.1;bVulGry|ENSGALT00010066089.2
cluster13228	2	Q08D69	GO:0045893; P:positive regulation of transcription, DNA-templated; IBA:GO_Central	bGalGal|ENSGALP00010040754.1;bVulGry|ENSGALT00010066530.45
cluster13231	2	Q6DEN0	GO:0071569; P:protein ufmylation; ISS:UniProtKB	bGalGal|ENSGALP00010040826.1;bVulGry|ENSGALT00010066681.116
cluster13237	2	Q5VZ18	GO:0001784; F:phosphotyrosine residue binding; IBA:GO_Central	bGalGal|ENSGALP00010041352.1;bVulGry|ENSGALT00010067609.87
cluster13238	2	Q2KIU2	GO:0019287; P:isopentenyl diphosphate biosynthetic process, mevalonate pathway; IBA:GO_Central	bGalGal|ENSGALP00010041371.1;bVulGry|ENSGALT00010067625.87
cluster13241	2	Q9Z1K7	GO:0016055; P:Wnt signaling pathway; IEA:UniProtKB-KW	bGalGal|ENSGALP00010041732.1;bVulGry|ENSGALT00010067989.45
cluster13244	2	Q63961	GO:0042060; P:wound healing; ISO:MGI	bGalGal|ENSGALP00010041798.1;bVulGry|ENSGALT00010068055.16
cluster13245	2	Q5ZKN1	GO:0006368; P:transcription elongation from RNA polymerase II promoter; IBA:GO_Central	bGalGal|ENSGALP00010041820.1;bVulGry|ENSGALT00010068077.16
cluster13251	2	Q17Q97	N/A	bGalGal|ENSGALP00010042372.1;bVulGry|ENSGALT00010068930.45
cluster13253	2	Q7T3Y0	GO:0002040; P:sprouting angiogenesis; IMP:MGI	bGalGal|ENSGALP00010042394.1;bVulGry|ENSGALT00010068952.16
cluster13255	2	P56563	GO:0002088; P:lens development in camera-type eye; IMP:MGI	bGalGal|ENSGALP00010042428.1;bVulGry|ENSGALT00010068986.87
cluster13259	2	Q8NAG6	GO:0006611; P:protein export from nucleus; IDA:UniProtKB	bGalGal|ENSGALP00010042672.1;bVulGry|ENSGALT00010069230.45
cluster13262	2	Q9UL16	GO:0005634; C:nucleus; NAS:UniProtKB	bGalGal|ENSGALP00010042774.1;bVulGry|ENSGALT00010069453.116
cluster13264	2	O60664	GO:0016192; P:vesicle-mediated transport; TAS:ProtInc	bGalGal|ENSGALP00010042800.1;bVulGry|ENSGALT00010069539.124
cluster13272	2	Q5R5R2	N/A	bGalGal|ENSGALP00010043213.1;bVulGry|ENSGALT00010070522.17
cluster13278	2	N/A	N/A	bGalGal|ENSGALP00010043753.1;bVulGry|ENSGALT00010071062.18
cluster13286	2	O18728	GO:0042462; P:eye photoreceptor cell development; IEA:Ensembl	bGalGal|ENSGALP00010044056.1;bVulGry|ENSGALT00010071365.18
cluster13293	2	A2A863	GO:0061450; P:trophoblast cell migration; IMP:MGI	bGalGal|ENSGALP00010044757.1;bVulGry|ENSGALT00010072105.18
cluster13297	2	P09102	GO:0034976; P:response to endoplasmic reticulum stress; IBA:GO_Central	bGalGal|ENSGALP00010044865.1;bVulGry|ENSGALT00010072678.18
